Charlotte Hornets_Philadelphia 76ers,2022-12-11T23:10:00.000Z,Pending,SugarHouse,425,-590,Charlotte Hornets,Philadelphia 76ers
Charlotte Hornets_Philadelphia 76ers,2022-12-11T23:10:00.000Z,Pending,Betfair,460,-476,Charlotte Hornets,Philadelphia 76ers
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,FanDuel,240,-295,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,William Hill (US),210,-260,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,Bovada,210,-250,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,GTbets,215,-255,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,DraftKings,210,-250,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,BetUS,220,-270,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,BetMGM,220,-275,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,MyBookie.ag,218,-277,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,SuperBook,215,-255,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,PointsBet (US),210,-245,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,Unibet,220,-278,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,TwinSpires,220,-278,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,Barstool Sportsbook,220,-278,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,BetRivers,220,-278,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,SugarHouse,220,-278,Orlando Magic,Toronto Raptors
Orlando Magic_Toronto Raptors,2022-12-11T23:10:00.000Z,Pending,Betfair,210,-270,Orlando Magic,Toronto Raptors
New York Knicks_Sacramento Kings,2022-12-11T23:10:00.000Z,Pending,FanDuel,-130,110,New York Knicks,Sacramento Kings
New York Knicks_Sacramento Kings,2022-12-11T23:10:00.000Z,Pending,Unibet,-132,108,New York Knicks,Sacramento Kings
New York Knicks_Sacramento Kings,2022-12-11T23:10:00.000Z,Pending,TwinSpires,-132,108,New York Knicks,Sacramento Kings
New York Knicks_Sacramento Kings,2022-12-11T23:10:00.000Z,Pending,Barstool Sportsbook,-132,108,New York Knicks,Sacramento Kings
New York Knicks_Sacramento Kings,2022-12-11T23:10:00.000Z,Pending,BetRivers,-132,108,New York Knicks,Sacramento Kings
New York Knicks_Sacramento Kings,2022-12-11T23:10:00.000Z,Pending,SugarHouse,-132,108,New York Knicks,Sacramento Kings
New York Knicks_Sacramento Kings,2022-12-11T23:10:00.000Z,Pending,BetMGM,-140,115,New York Knicks,Sacramento Kings
New York Knicks_Sacramento Kings,2022-12-11T23:10:00.000Z,Pending,PointsBet (US),-140,110,New York Knicks,Sacramento Kings
Atlanta Hawks_Chicago Bulls,2022-12-11T23:40:00.000Z,Pending,FanDuel,-146,126,Atlanta Hawks,Chicago Bulls
Atlanta Hawks_Chicago Bulls,2022-12-11T23:40:00.000Z,Pending,GTbets,-140,120,Atlanta Hawks,Chicago Bulls
Atlanta Hawks_Chicago Bulls,2022-12-11T23:40:00.000Z,Pending,Bovada,-135,115,Atlanta Hawks,Chicago Bulls
Atlanta Hawks_Chicago Bulls,2022-12-11T23:40:00.000Z,Pending,MyBookie.ag,-147,120,Atlanta Hawks,Chicago Bulls
Atlanta Hawks_Chicago Bulls,2022-12-11T23:40:00.000Z,Pending,TwinSpires,-155,128,Atlanta Hawks,Chicago Bulls
Atlanta Hawks_Chicago Bulls,2022-12-11T23:40:00.000Z,Pending,Barstool Sportsbook,-155,128,Atlanta Hawks,Chicago Bulls
Atlanta Hawks_Chicago Bulls,2022-12-11T23:40:00.000Z,Pending,BetRivers,-155,128,Atlanta Hawks,Chicago Bulls
Atlanta Hawks_Chicago Bulls,2022-12-11T23:40:00.000Z,Pending,SugarHouse,-155,128,Atlanta Hawks,Chicago Bulls
Atlanta Hawks_Chicago Bulls,2022-12-11T23:40:00.000Z,Pending,Unibet,-155,128,Atlanta Hawks,Chicago Bulls
Atlanta Hawks_Chicago Bulls,2022-12-11T23:40:00.000Z,Pending,BetMGM,-140,115,Atlanta Hawks,Chicago Bulls
Atlanta Hawks_Chicago Bulls,2022-12-11T23:40:00.000Z,Pending,Betfair,-145,124,Atlanta Hawks,Chicago Bulls
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,GTbets,355,-480,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,Bovada,345,-470,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,DraftKings,350,-435,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,FanDuel,400,-520,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,BetUS,385,-500,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,William Hill (US),360,-480,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,BetMGM,360,-500,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,SuperBook,375,-450,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,MyBookie.ag,339,-454,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,Barstool Sportsbook,380,-530,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,BetRivers,380,-530,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,SugarHouse,380,-530,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,Unibet,380,-530,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,TwinSpires,380,-530,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,PointsBet (US),360,-420,Houston Rockets,Milwaukee Bucks
Houston Rockets_Milwaukee Bucks,2022-12-12T00:10:00.000Z,Pending,Betfair,290,-400,Houston Rockets,Milwaukee Bucks
Ronan v Samith,,,Sporthound,300,-300,Ronan,Samith
