380,3300,0.76
380,220,0.48
380,230,0.49
380,3100,0.76
380,225,0.48
380,1000,0.70
380,400,0.59
380,400,0.59
380,2800,0.76
380,700,0.67
380,1100,0.71
380,905,0.69
380,1400,0.73
380,3300,0.76
380,220,0.48
380,230,0.49
380,3100,0.76
380,225,0.48
380,1000,0.70
380,400,0.59
380,400,0.59
380,2800,0.76
380,700,0.67
380,1100,0.71
380,905,0.69
380,1400,0.73
