22,Barstool Sportsbook
16,Betfair
24,BetMGM
33,BetOnline.ag
34,BetRivers
32,BetUS
29,Bovada
30,Circa Sports
20,DraftKings
17,FanDuel
18,FOX Bet
28,GTbets
36,Intertops
31,LowVig.ag
27,MyBookie.ag
19,PointsBet (US)
23,SugarHouse
37,SuperBook
25,TwinSpires
26,Unibet
21,William Hill (US)
35,WynnBET
